dataset	mismatches	cover_extension	island_of_exact_match	num_probes
torque_teno_midi_virus_7	1	50	25	23
torque_teno_midi_virus_7	2	0	25	53
torque_teno_midi_virus_7	2	10	25	57
torque_teno_midi_virus_7	2	20	25	40
torque_teno_midi_virus_7	2	30	25	35
torque_teno_midi_virus_7	2	40	25	27
torque_teno_midi_virus_7	2	50	25	26
torque_teno_midi_virus_7	3	0	25	52
torque_teno_midi_virus_7	3	10	25	53
torque_teno_midi_virus_7	3	20	25	46
torque_teno_midi_virus_7	3	30	25	38
torque_teno_midi_virus_7	3	40	25	31
torque_teno_midi_virus_7	3	50	25	26
torque_teno_midi_virus_7	4	0	25	49
torque_teno_midi_virus_7	4	10	25	59
torque_teno_midi_virus_7	4	20	25	45
torque_teno_midi_virus_7	4	30	25	34
torque_teno_midi_virus_7	4	40	25	31
torque_teno_midi_virus_7	4	50	25	26
torque_teno_midi_virus_7	5	0	25	52
torque_teno_midi_virus_7	5	10	25	55
torque_teno_midi_virus_7	5	20	25	42
torque_teno_midi_virus_7	5	30	25	34
torque_teno_midi_virus_7	5	40	25	27
torque_teno_midi_virus_7	5	50	25	24
torque_teno_midi_virus_7	6	0	25	55
torque_teno_midi_virus_7	6	10	25	52
torque_teno_midi_virus_7	6	20	25	45
torque_teno_midi_virus_7	6	30	25	33
torque_teno_midi_virus_7	6	40	25	30
torque_teno_midi_virus_7	6	50	25	24
torque_teno_midi_virus_7	7	0	25	51
torque_teno_midi_virus_7	7	10	25	54
torque_teno_midi_virus_7	7	20	25	45
torque_teno_midi_virus_7	7	30	25	38
torque_teno_midi_virus_7	7	40	25	30
torque_teno_midi_virus_7	7	50	25	25
torque_teno_midi_virus_7	8	0	25	53
torque_teno_midi_virus_7	8	10	25	52
torque_teno_midi_virus_7	8	20	25	42
torque_teno_midi_virus_7	8	30	25	35
torque_teno_midi_virus_7	8	40	25	33
torque_teno_midi_virus_7	8	50	25	24
torque_teno_midi_virus_8	0	0	25	51
torque_teno_midi_virus_8	0	10	25	55
torque_teno_midi_virus_8	0	20	25	44
torque_teno_midi_virus_8	0	30	25	38
torque_teno_midi_virus_8	0	40	25	30
torque_teno_midi_virus_8	0	50	25	23
torque_teno_midi_virus_8	1	0	25	54
torque_teno_midi_virus_8	1	10	25	55
torque_teno_midi_virus_8	1	20	25	45
torque_teno_midi_virus_8	1	30	25	37
torque_teno_midi_virus_8	1	40	25	32
torque_teno_midi_virus_8	1	50	25	26
torque_teno_midi_virus_8	2	0	25	51
torque_teno_midi_virus_8	2	10	25	56
torque_teno_midi_virus_8	2	20	25	43
torque_teno_midi_virus_8	2	30	25	37
torque_teno_midi_virus_8	2	40	25	31
torque_teno_midi_virus_8	2	50	25	25
torque_teno_midi_virus_8	3	0	25	53
torque_teno_midi_virus_8	3	10	25	56
torque_teno_midi_virus_8	3	20	25	44
torque_teno_midi_virus_8	3	30	25	34
torque_teno_midi_virus_8	3	40	25	30
torque_teno_midi_virus_8	3	50	25	26
torque_teno_midi_virus_8	4	0	25	50
torque_teno_midi_virus_8	4	10	25	56
torque_teno_midi_virus_8	4	20	25	46
torque_teno_midi_virus_8	4	30	25	36
torque_teno_midi_virus_8	4	40	25	29
torque_teno_midi_virus_8	4	50	25	24
torque_teno_midi_virus_8	5	0	25	49
torque_teno_midi_virus_8	5	10	25	57
torque_teno_midi_virus_8	5	20	25	47
torque_teno_midi_virus_8	5	30	25	38
torque_teno_midi_virus_8	5	40	25	31
torque_teno_midi_virus_8	5	50	25	27
torque_teno_midi_virus_8	6	0	25	48
torque_teno_midi_virus_8	6	10	25	53
torque_teno_midi_virus_8	6	20	25	43
torque_teno_midi_virus_8	6	30	25	37
torque_teno_midi_virus_8	6	40	25	29
torque_teno_midi_virus_8	6	50	25	24
torque_teno_midi_virus_8	7	0	25	49
torque_teno_midi_virus_8	7	10	25	54
torque_teno_midi_virus_8	7	20	25	44
torque_teno_midi_virus_8	7	30	25	38
torque_teno_midi_virus_8	7	40	25	32
torque_teno_midi_virus_8	7	50	25	27
torque_teno_midi_virus_8	8	0	25	51
torque_teno_midi_virus_8	8	10	25	54
torque_teno_midi_virus_8	8	20	25	44
torque_teno_midi_virus_8	8	30	25	35
torque_teno_midi_virus_8	8	40	25	32
torque_teno_midi_virus_8	8	50	25	24
torque_teno_midi_virus_9	0	0	25	52
torque_teno_midi_virus_9	0	10	25	54
torque_teno_midi_virus_9	0	20	25	41
torque_teno_midi_virus_9	0	30	25	36
torque_teno_midi_virus_9	0	40	25	33
torque_teno_midi_virus_9	0	50	25	24
torque_teno_midi_virus_9	1	0	25	49
torque_teno_midi_virus_9	1	10	25	54
torque_teno_midi_virus_9	1	20	25	43
torque_teno_midi_virus_9	1	30	25	35
torque_teno_midi_virus_9	1	40	25	30
torque_teno_midi_virus_9	1	50	25	24
torque_teno_midi_virus_9	2	0	25	55
torque_teno_midi_virus_9	2	10	25	52
torque_teno_midi_virus_9	2	20	25	42
torque_teno_midi_virus_9	2	30	25	36
torque_teno_midi_virus_9	2	40	25	29
torque_teno_midi_virus_9	2	50	25	25
torque_teno_midi_virus_9	3	0	25	50
torque_teno_midi_virus_9	3	10	25	49
torque_teno_midi_virus_9	3	20	25	44
torque_teno_midi_virus_9	3	30	25	34
torque_teno_midi_virus_9	3	40	25	33
torque_teno_midi_virus_9	3	50	25	24
torque_teno_midi_virus_9	4	0	25	52
torque_teno_midi_virus_9	4	10	25	56
torque_teno_midi_virus_9	4	20	25	44
torque_teno_midi_virus_9	4	30	25	37
torque_teno_midi_virus_9	4	40	25	32
torque_teno_midi_virus_9	4	50	25	24
torque_teno_midi_virus_9	5	0	25	54
torque_teno_midi_virus_9	5	10	25	54
torque_teno_midi_virus_9	5	20	25	40
torque_teno_midi_virus_9	5	30	25	36
torque_teno_midi_virus_9	5	40	25	30
torque_teno_midi_virus_9	5	50	25	26
torque_teno_midi_virus_9	6	0	25	53
torque_teno_midi_virus_9	6	10	25	53
torque_teno_midi_virus_9	6	20	25	42
torque_teno_midi_virus_9	6	30	25	36
torque_teno_midi_virus_9	6	40	25	28
torque_teno_midi_virus_9	6	50	25	24
torque_teno_midi_virus_9	7	0	25	50
torque_teno_midi_virus_9	7	10	25	55
torque_teno_midi_virus_9	7	20	25	45
torque_teno_midi_virus_9	7	30	25	35
torque_teno_midi_virus_9	7	40	25	28
torque_teno_midi_virus_9	7	50	25	24
torque_teno_midi_virus_9	8	0	25	51
torque_teno_midi_virus_9	8	10	25	53
torque_teno_midi_virus_9	8	20	25	42
torque_teno_midi_virus_9	8	30	25	37
torque_teno_midi_virus_9	8	40	25	32
torque_teno_midi_virus_9	8	50	25	24
torque_teno_mini_virus_10	0	0	25	47
torque_teno_mini_virus_10	0	10	25	50
torque_teno_mini_virus_10	0	20	25	36
torque_teno_mini_virus_10	0	30	25	32
torque_teno_mini_virus_10	0	40	25	26
torque_teno_mini_virus_10	0	50	25	22
torque_teno_mini_virus_10	1	0	25	49
torque_teno_mini_virus_10	1	10	25	49
torque_teno_mini_virus_10	1	20	25	39
torque_teno_mini_virus_10	1	30	25	31
torque_teno_mini_virus_10	1	40	25	27
torque_teno_mini_virus_10	1	50	25	22
torque_teno_mini_virus_10	2	0	25	47
torque_teno_mini_virus_10	2	10	25	50
torque_teno_mini_virus_10	2	20	25	37
torque_teno_mini_virus_10	2	30	25	33
torque_teno_mini_virus_10	2	40	25	28
torque_teno_mini_virus_10	2	50	25	22
torque_teno_mini_virus_10	3	0	25	46
torque_teno_mini_virus_10	3	10	25	49
torque_teno_mini_virus_10	3	20	25	41
torque_teno_mini_virus_10	3	30	25	30
torque_teno_mini_virus_10	3	40	25	28
torque_teno_mini_virus_10	3	50	25	22
torque_teno_mini_virus_10	4	0	25	46
torque_teno_mini_virus_10	4	10	25	50
torque_teno_mini_virus_10	4	20	25	38
torque_teno_mini_virus_10	4	30	25	33
torque_teno_mini_virus_10	4	40	25	25
torque_teno_mini_virus_10	4	50	25	21
torque_teno_mini_virus_10	5	0	25	47
torque_teno_mini_virus_10	5	10	25	49
torque_teno_mini_virus_10	5	20	25	41
torque_teno_mini_virus_10	5	30	25	33
torque_teno_mini_virus_10	5	40	25	25
torque_teno_mini_virus_10	5	50	25	24
torque_teno_mini_virus_10	6	0	25	46
torque_teno_mini_virus_10	6	10	25	49
torque_teno_mini_virus_10	6	20	25	37
torque_teno_mini_virus_10	6	30	25	31
torque_teno_mini_virus_10	6	40	25	26
torque_teno_mini_virus_10	6	50	25	22
torque_teno_mini_virus_10	7	0	25	47
torque_teno_mini_virus_10	7	10	25	49
torque_teno_mini_virus_10	7	20	25	40
torque_teno_mini_virus_10	7	30	25	31
torque_teno_mini_virus_10	7	40	25	25
torque_teno_mini_virus_10	7	50	25	23
torque_teno_mini_virus_10	8	0	25	46
torque_teno_mini_virus_10	8	10	25	49
torque_teno_mini_virus_10	8	20	25	38
torque_teno_mini_virus_10	8	30	25	35
torque_teno_mini_virus_10	8	40	25	27
torque_teno_mini_virus_10	8	50	25	23
torque_teno_mini_virus_11	0	0	25	43
torque_teno_mini_virus_11	0	10	25	50
torque_teno_mini_virus_11	0	20	25	38
torque_teno_mini_virus_11	0	30	25	33
torque_teno_mini_virus_11	0	40	25	28
torque_teno_mini_virus_11	0	50	25	21
torque_teno_mini_virus_11	1	0	25	45
torque_teno_mini_virus_11	1	10	25	50
torque_teno_mini_virus_11	1	20	25	38
torque_teno_mini_virus_11	1	30	25	32
torque_teno_mini_virus_11	1	40	25	28
torque_teno_mini_virus_11	1	50	25	22
torque_teno_mini_virus_11	2	0	25	46
torque_teno_mini_virus_11	2	10	25	52
torque_teno_mini_virus_11	2	20	25	41
torque_teno_mini_virus_11	2	30	25	33
torque_teno_mini_virus_11	2	40	25	27
torque_teno_mini_virus_11	2	50	25	19
torque_teno_mini_virus_11	3	0	25	48
torque_teno_mini_virus_11	3	10	25	52
torque_teno_mini_virus_11	3	20	25	36
torque_teno_mini_virus_11	3	30	25	31
torque_teno_mini_virus_11	3	40	25	26
torque_teno_mini_virus_11	3	50	25	21
torque_teno_mini_virus_11	4	0	25	47
torque_teno_mini_virus_11	4	10	25	49
torque_teno_mini_virus_11	4	20	25	37
torque_teno_mini_virus_11	4	30	25	32
torque_teno_mini_virus_11	4	40	25	26
torque_teno_mini_virus_11	4	50	25	21
torque_teno_mini_virus_11	5	0	25	47
torque_teno_mini_virus_11	5	10	25	47
torque_teno_mini_virus_11	5	20	25	38
torque_teno_mini_virus_11	5	30	25	33
torque_teno_mini_virus_11	5	40	25	27
torque_teno_mini_virus_11	5	50	25	22
torque_teno_mini_virus_11	6	0	25	49
torque_teno_mini_virus_11	6	10	25	49
torque_teno_mini_virus_11	6	20	25	38
torque_teno_mini_virus_11	6	30	25	31
torque_teno_mini_virus_11	6	40	25	27
torque_teno_mini_virus_11	6	50	25	22
torque_teno_mini_virus_11	7	0	25	44
torque_teno_mini_virus_11	7	10	25	49
torque_teno_mini_virus_11	7	20	25	39
torque_teno_mini_virus_11	7	30	25	31
torque_teno_mini_virus_11	7	40	25	28
torque_teno_mini_virus_11	7	50	25	22
torque_teno_mini_virus_11	8	0	25	46
torque_teno_mini_virus_11	8	10	25	48
torque_teno_mini_virus_11	8	20	25	39
torque_teno_mini_virus_11	8	30	25	31
torque_teno_mini_virus_11	8	40	25	27
torque_teno_mini_virus_11	8	50	25	21
torque_teno_mini_virus_12	0	0	25	49
torque_teno_mini_virus_12	0	10	25	50
torque_teno_mini_virus_12	0	20	25	40
torque_teno_mini_virus_12	0	30	25	32
torque_teno_mini_virus_12	0	40	25	28
torque_teno_mini_virus_12	0	50	25	23
torque_teno_mini_virus_12	1	0	25	48
torque_teno_mini_virus_12	1	10	25	49
torque_teno_mini_virus_12	1	20	25	40
torque_teno_mini_virus_12	1	30	25	32
torque_teno_mini_virus_12	1	40	25	27
torque_teno_mini_virus_12	1	50	25	21
torque_teno_mini_virus_12	2	0	25	46
torque_teno_mini_virus_12	2	10	25	51
torque_teno_mini_virus_12	2	20	25	42
torque_teno_mini_virus_12	2	30	25	32
torque_teno_mini_virus_12	2	40	25	28
torque_teno_mini_virus_12	2	50	25	24
torque_teno_mini_virus_12	3	0	25	47
torque_teno_mini_virus_12	3	10	25	51
torque_teno_mini_virus_12	3	20	25	37
torque_teno_mini_virus_12	3	30	25	32
torque_teno_mini_virus_12	3	40	25	27
torque_teno_mini_virus_12	3	50	25	21
torque_teno_mini_virus_12	4	0	25	48
torque_teno_mini_virus_12	4	10	25	48
torque_teno_mini_virus_12	4	20	25	41
torque_teno_mini_virus_12	4	30	25	30
torque_teno_mini_virus_12	4	40	25	25
torque_teno_mini_virus_12	4	50	25	21
torque_teno_mini_virus_12	5	0	25	46
torque_teno_mini_virus_12	5	10	25	50
torque_teno_mini_virus_12	5	20	25	40
torque_teno_mini_virus_12	5	30	25	33
torque_teno_mini_virus_12	5	40	25	28
torque_teno_mini_virus_12	5	50	25	23
torque_teno_mini_virus_12	6	0	25	50
torque_teno_mini_virus_12	6	10	25	51
torque_teno_mini_virus_12	6	20	25	39
torque_teno_mini_virus_12	6	30	25	31
torque_teno_mini_virus_12	6	40	25	27
torque_teno_mini_virus_12	6	50	25	23
torque_teno_mini_virus_12	7	0	25	50
torque_teno_mini_virus_12	7	10	25	49
torque_teno_mini_virus_12	7	20	25	41
torque_teno_mini_virus_12	7	30	25	32
torque_teno_mini_virus_12	7	40	25	28
torque_teno_mini_virus_12	7	50	25	22
torque_teno_mini_virus_12	8	0	25	47
torque_teno_mini_virus_12	8	10	25	50
torque_teno_mini_virus_12	8	20	25	39
torque_teno_mini_virus_12	8	30	25	32
torque_teno_mini_virus_12	8	40	25	29
torque_teno_mini_virus_12	8	50	25	24
torque_teno_mini_virus_18	0	0	25	43
torque_teno_mini_virus_18	0	10	25	50
torque_teno_mini_virus_18	0	20	25	35
torque_teno_mini_virus_18	0	30	25	32
torque_teno_mini_virus_18	0	40	25	27
torque_teno_mini_virus_18	0	50	25	22
torque_teno_mini_virus_18	1	0	25	45
torque_teno_mini_virus_18	1	10	25	47
torque_teno_mini_virus_18	1	20	25	37
torque_teno_mini_virus_18	1	30	25	31
torque_teno_mini_virus_18	1	40	25	27
torque_teno_mini_virus_18	1	50	25	22
torque_teno_mini_virus_18	2	0	25	47
torque_teno_mini_virus_18	2	10	25	46
torque_teno_mini_virus_18	2	20	25	40
torque_teno_mini_virus_18	2	30	25	33
torque_teno_mini_virus_18	2	40	25	27
torque_teno_mini_virus_18	2	50	25	20
torque_teno_mini_virus_18	3	0	25	45
torque_teno_mini_virus_18	3	10	25	49
torque_teno_mini_virus_18	3	20	25	38
torque_teno_mini_virus_18	3	30	25	32
torque_teno_mini_virus_18	3	40	25	28
torque_teno_mini_virus_18	3	50	25	21
torque_teno_mini_virus_18	4	0	25	43
torque_teno_mini_virus_18	4	10	25	49
torque_teno_mini_virus_18	4	20	25	39
torque_teno_mini_virus_18	4	30	25	31
torque_teno_mini_virus_18	4	40	25	26
torque_teno_mini_virus_18	4	50	25	21
torque_teno_mini_virus_18	5	0	25	45
torque_teno_mini_virus_18	5	10	25	46
torque_teno_mini_virus_18	5	20	25	37
torque_teno_mini_virus_18	5	30	25	31
torque_teno_mini_virus_18	5	40	25	28
torque_teno_mini_virus_18	5	50	25	22
torque_teno_mini_virus_18	6	0	25	46
torque_teno_mini_virus_18	6	10	25	48
torque_teno_mini_virus_18	6	20	25	38
torque_teno_mini_virus_18	6	30	25	31
torque_teno_mini_virus_18	6	40	25	27
torque_teno_mini_virus_18	6	50	25	21
torque_teno_mini_virus_18	7	0	25	46
torque_teno_mini_virus_18	7	10	25	47
torque_teno_mini_virus_18	7	20	25	39
torque_teno_mini_virus_18	7	30	25	29
torque_teno_mini_virus_18	7	40	25	27
torque_teno_mini_virus_18	7	50	25	21
torque_teno_mini_virus_18	8	0	25	47
torque_teno_mini_virus_18	8	10	25	48
torque_teno_mini_virus_18	8	20	25	38
torque_teno_mini_virus_18	8	30	25	31
torque_teno_mini_virus_18	8	40	25	26
torque_teno_mini_virus_18	8	50	25	20
torque_teno_mini_virus_1	0	0	25	46
torque_teno_mini_virus_1	0	10	25	50
torque_teno_mini_virus_1	0	20	25	38
torque_teno_mini_virus_1	0	30	25	30
torque_teno_mini_virus_1	0	40	25	26
torque_teno_mini_virus_1	0	50	25	22
torque_teno_mini_virus_1	1	0	25	46
torque_teno_mini_virus_1	1	10	25	49
torque_teno_mini_virus_1	1	20	25	36
torque_teno_mini_virus_1	1	30	25	31
torque_teno_mini_virus_1	1	40	25	29
torque_teno_mini_virus_1	1	50	25	22
torque_teno_mini_virus_1	2	0	25	47
torque_teno_mini_virus_1	2	10	25	47
torque_teno_mini_virus_1	2	20	25	39
torque_teno_mini_virus_1	2	30	25	32
torque_teno_mini_virus_1	2	40	25	29
torque_teno_mini_virus_1	2	50	25	21
torque_teno_mini_virus_1	3	0	25	48
torque_teno_mini_virus_1	3	10	25	49
torque_teno_mini_virus_1	3	20	25	38
torque_teno_mini_virus_1	3	30	25	32
torque_teno_mini_virus_1	3	40	25	27
torque_teno_mini_virus_1	3	50	25	23
torque_teno_mini_virus_1	4	0	25	46
torque_teno_mini_virus_1	4	10	25	47
torque_teno_mini_virus_1	4	20	25	38
torque_teno_mini_virus_1	4	30	25	33
torque_teno_mini_virus_1	4	40	25	26
torque_teno_mini_virus_1	4	50	25	22
torque_teno_mini_virus_1	5	0	25	48
torque_teno_mini_virus_1	5	10	25	46
torque_teno_mini_virus_1	5	20	25	39
torque_teno_mini_virus_1	5	30	25	28
torque_teno_mini_virus_1	5	40	25	29
torque_teno_mini_virus_1	5	50	25	22
torque_teno_mini_virus_1	6	0	25	46
torque_teno_mini_virus_1	6	10	25	50
torque_teno_mini_virus_1	6	20	25	42
torque_teno_mini_virus_1	6	30	25	33
torque_teno_mini_virus_1	6	40	25	29
torque_teno_mini_virus_1	6	50	25	21
torque_teno_mini_virus_1	7	0	25	48
torque_teno_mini_virus_1	7	10	25	49
torque_teno_mini_virus_1	7	20	25	39
torque_teno_mini_virus_1	7	30	25	32
torque_teno_mini_virus_1	7	40	25	27
torque_teno_mini_virus_1	7	50	25	21
torque_teno_mini_virus_1	8	0	25	47
torque_teno_mini_virus_1	8	10	25	50
torque_teno_mini_virus_1	8	20	25	38
torque_teno_mini_virus_1	8	30	25	33
torque_teno_mini_virus_1	8	40	25	25
torque_teno_mini_virus_1	8	50	25	22
torque_teno_mini_virus_2	0	0	25	65
torque_teno_mini_virus_2	0	10	25	62
torque_teno_mini_virus_2	0	20	25	54
torque_teno_mini_virus_2	0	30	25	49
torque_teno_mini_virus_2	0	40	25	41
torque_teno_mini_virus_2	0	50	25	37
torque_teno_mini_virus_2	1	0	25	63
torque_teno_mini_virus_2	1	10	25	79
torque_teno_mini_virus_2	1	20	25	56
torque_teno_mini_virus_2	1	30	25	61
torque_teno_mini_virus_2	1	40	25	42
torque_teno_mini_virus_2	1	50	25	36
torque_teno_mini_virus_2	2	0	25	63
torque_teno_mini_virus_2	2	10	25	81
torque_teno_mini_virus_2	2	20	25	67
torque_teno_mini_virus_2	2	30	25	58
torque_teno_mini_virus_2	2	40	25	42
torque_teno_mini_virus_2	2	50	25	38
torque_teno_mini_virus_2	3	0	25	77
torque_teno_mini_virus_2	3	10	25	62
torque_teno_mini_virus_2	3	20	25	68
torque_teno_mini_virus_2	3	30	25	50
torque_teno_mini_virus_2	3	40	25	45
torque_teno_mini_virus_2	3	50	25	39
torque_teno_mini_virus_2	4	0	25	62
torque_teno_mini_virus_2	4	10	25	66
torque_teno_mini_virus_2	4	20	25	54
torque_teno_mini_virus_2	4	30	25	45
torque_teno_mini_virus_2	4	40	25	43
torque_teno_mini_virus_2	4	50	25	34
torque_teno_mini_virus_2	5	0	25	75
torque_teno_mini_virus_2	5	10	25	78
torque_teno_mini_virus_2	5	20	25	49
torque_teno_mini_virus_2	5	30	25	66
torque_teno_mini_virus_2	5	40	25	45
torque_teno_mini_virus_2	5	50	25	36
torque_teno_mini_virus_2	6	0	25	73
torque_teno_mini_virus_2	6	10	25	65
torque_teno_mini_virus_2	6	20	25	52
torque_teno_mini_virus_2	6	30	25	49
torque_teno_mini_virus_2	6	40	25	40
torque_teno_mini_virus_2	6	50	25	36
torque_teno_mini_virus_2	7	0	25	74
torque_teno_mini_virus_2	7	10	25	82
torque_teno_mini_virus_2	7	20	25	67
torque_teno_mini_virus_2	7	30	25	47
torque_teno_mini_virus_2	7	40	25	42
torque_teno_mini_virus_2	7	50	25	38
torque_teno_mini_virus_2	8	0	25	75
torque_teno_mini_virus_2	8	10	25	78
torque_teno_mini_virus_2	8	20	25	52
torque_teno_mini_virus_2	8	30	25	47
torque_teno_mini_virus_2	8	40	25	41
torque_teno_mini_virus_2	8	50	25	35
torque_teno_mini_virus_3	0	0	25	49
torque_teno_mini_virus_3	0	10	25	55
torque_teno_mini_virus_3	0	20	25	41
torque_teno_mini_virus_3	0	30	25	39
torque_teno_mini_virus_3	0	40	25	27
torque_teno_mini_virus_3	0	50	25	27
torque_teno_mini_virus_3	1	0	25	52
torque_teno_mini_virus_3	1	10	25	58
torque_teno_mini_virus_3	1	20	25	45
torque_teno_mini_virus_3	1	30	25	35
torque_teno_mini_virus_3	1	40	25	29
torque_teno_mini_virus_3	1	50	25	26
torque_teno_mini_virus_3	2	0	25	58
torque_teno_mini_virus_3	2	10	25	54
torque_teno_mini_virus_3	2	20	25	48
torque_teno_mini_virus_3	2	30	25	37
torque_teno_mini_virus_3	2	40	25	35
torque_teno_mini_virus_3	2	50	25	24
torque_teno_mini_virus_3	3	0	25	55
torque_teno_mini_virus_3	3	10	25	55
torque_teno_mini_virus_3	3	20	25	49
torque_teno_mini_virus_3	3	30	25	38
torque_teno_mini_virus_3	3	40	25	27
torque_teno_mini_virus_3	3	50	25	24
torque_teno_mini_virus_3	4	0	25	52
torque_teno_mini_virus_3	4	10	25	56
torque_teno_mini_virus_3	4	20	25	44
torque_teno_mini_virus_3	4	30	25	38
torque_teno_mini_virus_3	4	40	25	33
torque_teno_mini_virus_3	4	50	25	23
torque_teno_mini_virus_3	5	0	25	54
torque_teno_mini_virus_3	5	10	25	55
torque_teno_mini_virus_3	5	20	25	46
torque_teno_mini_virus_3	5	30	25	33
torque_teno_mini_virus_3	5	40	25	28
torque_teno_mini_virus_3	5	50	25	24
torque_teno_mini_virus_3	6	0	25	54
torque_teno_mini_virus_3	6	10	25	59
torque_teno_mini_virus_3	6	20	25	42
torque_teno_mini_virus_3	6	30	25	34
torque_teno_mini_virus_3	6	40	25	33
torque_teno_mini_virus_3	6	50	25	24
torque_teno_mini_virus_3	7	0	25	53
torque_teno_mini_virus_3	7	10	25	52
torque_teno_mini_virus_3	7	20	25	44
torque_teno_mini_virus_3	7	30	25	35
torque_teno_mini_virus_3	7	40	25	31
torque_teno_mini_virus_3	7	50	25	24
torque_teno_mini_virus_3	8	0	25	53
torque_teno_mini_virus_3	8	10	25	53
torque_teno_mini_virus_3	8	20	25	46
torque_teno_mini_virus_3	8	30	25	33
torque_teno_mini_virus_3	8	40	25	34
torque_teno_mini_virus_3	8	50	25	25
torque_teno_mini_virus_4	0	0	25	45
torque_teno_mini_virus_4	0	10	25	47
torque_teno_mini_virus_4	0	20	25	39
torque_teno_mini_virus_4	0	30	25	32
torque_teno_mini_virus_4	0	40	25	26
torque_teno_mini_virus_4	0	50	25	21
torque_teno_mini_virus_4	1	0	25	46
torque_teno_mini_virus_4	1	10	25	45
torque_teno_mini_virus_4	1	20	25	38
torque_teno_mini_virus_4	1	30	25	31
torque_teno_mini_virus_4	1	40	25	25
torque_teno_mini_virus_4	1	50	25	21
torque_teno_mini_virus_4	2	0	25	46
torque_teno_mini_virus_4	2	10	25	46
torque_teno_mini_virus_4	2	20	25	37
torque_teno_mini_virus_4	2	30	25	33
torque_teno_mini_virus_4	2	40	25	27
torque_teno_mini_virus_4	2	50	25	21
torque_teno_mini_virus_4	3	0	25	43
torque_teno_mini_virus_4	3	10	25	46
torque_teno_mini_virus_4	3	20	25	39
torque_teno_mini_virus_4	3	30	25	32
torque_teno_mini_virus_4	3	40	25	25
torque_teno_mini_virus_4	3	50	25	22
torque_teno_mini_virus_4	4	0	25	45
torque_teno_mini_virus_4	4	10	25	47
torque_teno_mini_virus_4	4	20	25	40
torque_teno_mini_virus_4	4	30	25	34
torque_teno_mini_virus_4	4	40	25	26
torque_teno_mini_virus_4	4	50	25	22
torque_teno_mini_virus_4	5	0	25	45
torque_teno_mini_virus_4	5	10	25	48
torque_teno_mini_virus_4	5	20	25	40
torque_teno_mini_virus_4	5	30	25	31
torque_teno_mini_virus_4	5	40	25	23
torque_teno_mini_virus_4	5	50	25	22
torque_teno_mini_virus_4	6	0	25	47
torque_teno_mini_virus_4	6	10	25	49
torque_teno_mini_virus_4	6	20	25	38
torque_teno_mini_virus_4	6	30	25	31
torque_teno_mini_virus_4	6	40	25	26
torque_teno_mini_virus_4	6	50	25	23
torque_teno_mini_virus_4	7	0	25	47
torque_teno_mini_virus_4	7	10	25	49
torque_teno_mini_virus_4	7	20	25	37
torque_teno_mini_virus_4	7	30	25	30
torque_teno_mini_virus_4	7	40	25	29
torque_teno_mini_virus_4	7	50	25	24
torque_teno_mini_virus_4	8	0	25	49
torque_teno_mini_virus_4	8	10	25	48
torque_teno_mini_virus_4	8	20	25	39
torque_teno_mini_virus_4	8	30	25	29
torque_teno_mini_virus_4	8	40	25	25
torque_teno_mini_virus_4	8	50	25	22
torque_teno_mini_virus_5	0	0	25	46
torque_teno_mini_virus_5	0	10	25	52
torque_teno_mini_virus_5	0	20	25	38
torque_teno_mini_virus_5	0	30	25	30
torque_teno_mini_virus_5	0	40	25	26
torque_teno_mini_virus_5	0	50	25	22
torque_teno_mini_virus_5	1	0	25	46
torque_teno_mini_virus_5	1	10	25	49
torque_teno_mini_virus_5	1	20	25	40
torque_teno_mini_virus_5	1	30	25	32
torque_teno_mini_virus_5	1	40	25	29
torque_teno_mini_virus_5	1	50	25	23
torque_teno_mini_virus_5	2	0	25	47
torque_teno_mini_virus_5	2	10	25	52
torque_teno_mini_virus_5	2	20	25	39
torque_teno_mini_virus_5	2	30	25	32
torque_teno_mini_virus_5	2	40	25	27
torque_teno_mini_virus_5	2	50	25	23
torque_teno_mini_virus_5	3	0	25	47
torque_teno_mini_virus_5	3	10	25	50
torque_teno_mini_virus_5	3	20	25	40
torque_teno_mini_virus_5	3	30	25	32
torque_teno_mini_virus_5	3	40	25	29
torque_teno_mini_virus_5	3	50	25	21
torque_teno_mini_virus_5	4	0	25	45
torque_teno_mini_virus_5	4	10	25	48
torque_teno_mini_virus_5	4	20	25	41
torque_teno_mini_virus_5	4	30	25	34
torque_teno_mini_virus_5	4	40	25	27
torque_teno_mini_virus_5	4	50	25	23
torque_teno_mini_virus_5	5	0	25	46
torque_teno_mini_virus_5	5	10	25	50
torque_teno_mini_virus_5	5	20	25	40
torque_teno_mini_virus_5	5	30	25	31
torque_teno_mini_virus_5	5	40	25	28
torque_teno_mini_virus_5	5	50	25	22
torque_teno_mini_virus_5	6	0	25	46
torque_teno_mini_virus_5	6	10	25	50
torque_teno_mini_virus_5	6	20	25	38
torque_teno_mini_virus_5	6	30	25	33
torque_teno_mini_virus_5	6	40	25	26
torque_teno_mini_virus_5	6	50	25	21
torque_teno_mini_virus_5	7	0	25	49
torque_teno_mini_virus_5	7	10	25	51
torque_teno_mini_virus_5	7	20	25	41
torque_teno_mini_virus_5	7	30	25	33
torque_teno_mini_virus_5	7	40	25	30
torque_teno_mini_virus_5	7	50	25	22
torque_teno_mini_virus_5	8	0	25	46
torque_teno_mini_virus_5	8	10	25	51
torque_teno_mini_virus_5	8	20	25	40
torque_teno_mini_virus_5	8	30	25	34
